라차, 58, 226
파파, 68, 183
하바, 157, 212
카라, 156, 170
차차, 47, 191
카다, 88, 168
아가, 161, 214
차다, 78, 164
하나, 45, 221
아가, 50, 213
자파, 154, 185
하다, 191, 224
바아, 120, 199
아나, 138, 225
타사, 192, 174
사마, 80, 205
나자, 82, 211
자파, 90, 150
자카, 71, 204
라차, 70, 183
하카, 73, 199
파파, 62, 153
가카, 161, 194
자아, 161, 151
라자, 58, 161
라아, 119, 228
카카, 139, 153
사라, 101, 195
타나, 78, 142
카자, 148, 193
타타, 115, 203
다아, 140, 212
카아, 41, 224
사아, 60, 223
타파, 68, 193
자하, 62, 228
나나, 74, 179
마사, 81, 210
차차, 163, 143
자카, 155, 212
나가, 142, 167
나차, 58, 158
자가, 44, 211
차아, 44, 149
라라, 171, 171
가나, 132, 225
파카, 198, 212
라자, 84, 182
카파, 129, 165
바라, 54, 229
하차, 118, 163
마마, 179, 168
마마, 115, 190
나아, 158, 202
아마, 41, 174
사라, 178, 174
자사, 103, 165
가하, 168, 191
사바, 110, 179
나사, 67, 198
아바, 103, 219
라바, 161, 172
타다, 142, 177
하자, 136, 148
타사, 86, 153
바나, 128, 197
다나, 172, 201
차아, 158, 211
바사, 153, 157
나마, 158, 194
가자, 196, 189
자바, 120, 164
아자, 129, 225
라하, 140, 216
바나, 102, 146
사타, 161, 201
아바, 168, 203
아라, 68, 173
바사, 160, 171
가자, 178, 149
타가, 160, 149
나자, 87, 159
타하, 115, 228
카카, 195, 176
라차, 46, 167
다다, 83, 219
사가, 175, 199
나다, 60, 227
카자, 79, 163
다카, 45, 197
하바, 177, 218
바나, 69, 164
다아, 185, 153
아타, 94, 194
다차, 124, 226
라타, 121, 150
라아, 179, 147
카아, 137, 166
사다, 157, 175
나바, 156, 144
하자, 181, 206
카마, 195, 192
아바, 128, 200
카마, 82, 220
가자, 100, 156
하사, 198, 200
가마, 66, 141
하다, 91, 143
라하, 154, 209
타하, 52, 224
마다, 103, 152
타다, 45, 158
카카, 86, 177
다사, 57, 203
나라, 60, 179
카사, 94, 157
차바, 84, 185
차라, 66, 210
하타, 150, 149
파다, 62, 208
하가, 122, 181
아차, 84, 165
아파, 55, 194
자자, 72, 193
마카, 191, 176
나다, 128, 210
파라, 57, 187
바파, 146, 221
하바, 52, 156
차사, 163, 156
파하, 53, 166
나파, 177, 168
타아, 67, 188
카차, 160, 159
가차, 195, 180
타하, 143, 211
아바, 133, 201
타자, 141, 184
다차, 138, 141
파라, 181, 161
차파, 42, 184
라아, 189, 190
라사, 156, 159
타자, 72, 218
다카, 152, 196
타아, 110, 161
바바, 100, 204
라하, 132, 145
자아, 167, 182
하라, 92, 176
하파, 173, 141
자차, 81, 193
라마, 168, 204
다나, 180, 143
라사, 192, 163
하파, 163, 213
바나, 189, 151
다하, 115, 146
타사, 127, 206
마가, 192, 165
마카, 100, 179
가아, 171, 165
파카, 185, 194
다가, 197, 210
카하, 160, 223
나사, 110, 223
가마, 143, 204
라라, 131, 171
다사, 160, 195
하파, 122, 188
자마, 49, 167
타차, 191, 213
라라, 193, 189
아가, 157, 183
바아, 156, 225
하타, 57, 166
다가, 55, 219
바타, 137, 182
차나, 89, 177
사라, 138, 202
카라, 48, 173
하파, 62, 201
가바, 112, 147
마사, 45, 196
아다, 150, 193
하아, 104, 189
마파, 172, 193
차타, 121, 188
다라, 181, 152
차카, 101, 203
하아, 160, 185
라사, 122, 189
타차, 197, 146
아하, 155, 160
라파, 197, 219
바카, 86, 201
카나, 126, 191
나가, 179, 169
나사, 156, 207
다아, 135, 170
바자, 40, 151
가바, 114, 183
다하, 96, 205
타차, 169, 223
차하, 168, 163
아다, 120, 201
차타, 162, 193
나마, 183, 144
라카, 92, 224
아사, 146, 182
타마, 158, 220
파자, 130, 200
사파, 105, 178
카바, 91, 174
아아, 115, 156
자사, 114, 193
자나, 95, 192
차가, 120, 196
다자, 67, 167
파마, 55, 229
자가, 169, 164
사마, 49, 213
나라, 129, 158
카사, 113, 185
타카, 81, 148
카타, 88, 166
바차, 162, 183
나사, 79, 215
마파, 155, 173
파가, 41, 153
가마, 181, 225
하가, 199, 190
파마, 160, 186
자라, 147, 175
타타, 116, 194
파아, 98, 182
아가, 177, 141
마타, 67, 145
카바, 101, 190
타타, 161, 157
타자, 168, 218
마차, 191, 211
바아, 113, 183
하가, 87, 211
나타, 47, 196
라라, 93, 178
바마, 83, 153
자하, 73, 147
마바, 93, 196
나가, 53, 166
나마, 82, 178
차마, 136, 160
하카, 57, 164
자파, 75, 221
사다, 118, 189
하바, 59, 180
차카, 196, 202
마아, 90, 228
다파, 48, 197
아하, 116, 182
카다, 78, 214
아마, 125, 153
하타, 120, 222
다마, 188, 184
차차, 70, 205
카마, 189, 164
하라, 88, 226
다바, 112, 140
하바, 80, 229
가마, 64, 191
아파, 123, 184
차타, 95, 214
바파, 79, 213
카바, 109, 179
차차, 143, 202
아나, 98, 216
카사, 105, 173
아타, 131, 148
가바, 133, 161
자자, 137, 225
파타, 188, 156
다마, 78, 142
아아, 128, 226
자자, 142, 195
하타, 172, 145
하사, 166, 209
타타, 139, 153
마차, 183, 197
마파, 187, 169
다사, 134, 154
하타, 40, 223
사나, 135, 156
하카, 86, 210
차카, 189, 182
타하, 139, 186
바가, 74, 209
자아, 106, 146
바타, 68, 179
가하, 157, 188
마자, 40, 176
라자, 198, 177
차타, 164, 164
자아, 136, 229
라자, 163, 173
아파, 132, 191
다바, 115, 184
나자, 60, 164
바아, 150, 159
타파, 134, 221
차아, 140, 191
나타, 184, 141
나자, 42, 192
타아, 97, 220
다나, 178, 210
하라, 176, 214
바사, 145, 164
자파, 102, 153
사가, 154, 195
사마, 116, 143
자타, 170, 200
바아, 88, 158
사사, 127, 228
아바, 82, 218
바바, 107, 163
사사, 81, 178
아파, 84, 182
카자, 168, 215
다타, 191, 173
하가, 164, 203
파하, 168, 226
마라, 140, 193
라하, 105, 182
자사, 144, 159
타차, 116, 188
아바, 127, 180
타파, 146, 191
사다, 77, 187
하바, 97, 162
타마, 184, 196
아바, 125, 157
하아, 149, 209
하아, 70, 213
다마, 120, 193
카차, 83, 217
카마, 110, 158
가아, 154, 184
다라, 90, 170
타라, 185, 158
타나, 118, 214
하다, 129, 203
가라, 65, 202
자파, 153, 150
다라, 94, 142
바자, 61, 205
하타, 161, 170
가다, 94, 162
카다, 52, 189
카파, 116, 182
하가, 110, 191
마타, 93, 229
파자, 129, 173
카아, 66, 209
자파, 110, 212
가자, 140, 162
사차, 110, 150
라하, 97, 209
하라, 197, 204
마타, 142, 140
가가, 70, 186
마아, 70, 229
마자, 90, 153
차카, 84, 227
바사, 133, 198
아차, 175, 226
타사, 136, 163
하파, 82, 148
카다, 120, 172
자타, 140, 159
하아, 89, 204
바하, 57, 162
라라, 41, 173
사나, 89, 203
파라, 170, 166
차하, 137, 157
마바, 146, 186
바다, 91, 212
나라, 175, 164
마카, 114, 143
나가, 64, 219
파카, 74, 159
자마, 163, 204
라차, 186, 149
아다, 195, 208
파자, 119, 176
라파, 85, 188
파다, 130, 199
가사, 136, 228
차타, 163, 229
마아, 189, 184
바파, 60, 198
마타, 106, 193
차하, 170, 191
사사, 51, 189
나가, 59, 222
바타, 155, 191
라아, 138, 194
하가, 182, 194
카라, 161, 167
자하, 190, 187
아마, 153, 147
차마, 84, 167
사하, 194, 183
나다, 86, 221
파마, 160, 140
카차, 107, 169
하나, 195, 221
가라, 151, 229
타나, 150, 185
가파, 171, 181
사하, 158, 223
타나, 65, 206
하바, 104, 190
파바, 105, 141
카가, 146, 221
아나, 75, 184
파가, 147, 214
가아, 82, 185
파바, 174, 159
하마, 122, 175
하차, 113, 177
마마, 171, 193
사아, 62, 190
가바, 125, 161
하자, 50, 174
타차, 58, 185
하자, 178, 143
사차, 96, 146
나타, 153, 174
파타, 61, 204
자가, 199, 160
가아, 185, 222
나마, 57, 151
나라, 150, 184
사마, 74, 214
다카, 128, 179
마파, 141, 225
바다, 90, 185
바라, 190, 166
하라, 185, 141
나자, 164, 180
가다, 189, 146
사파, 54, 216
가하, 195, 221
자파, 93, 179
나타, 105, 227
하가, 182, 189
라바, 142, 215
가가, 62, 208
하하, 83, 159
사하, 103, 228
마마, 130, 144
자파, 115, 178
카가, 60, 149
라다, 173, 215
파자, 47, 170
아바, 106, 156
가다, 83, 155
파카, 61, 226
가가, 127, 190
타카, 126, 204
사파, 111, 194
하라, 108, 211
다바, 98, 150
카사, 73, 228
가가, 178, 171
타가, 45, 161
라사, 68, 170
파카, 171, 222
나파, 125, 169
하아, 55, 190
차나, 83, 178
라아, 143, 179
가아, 126, 222
하타, 196, 158
마라, 95, 205
하바, 119, 175
차차, 44, 148
나사, 188, 198
타마, 119, 197
아아, 72, 147
하마, 81, 174
다타, 122, 192
사타, 186, 194
사파, 187, 180
나차, 43, 188
다사, 56, 214
타자, 91, 182
마라, 147, 170
가사, 42, 195
차아, 85, 221
아하, 52, 194
차바, 48, 171
바차, 106, 146
카다, 55, 155
자다, 124, 165
카바, 180, 144
바라, 73, 219
자라, 187, 179
하가, 41, 150
아카, 172, 152
사라, 177, 223
타타, 147, 146
마자, 137, 179
나아, 73, 146
나다, 64, 205
다가, 170, 195
아사, 190, 174
마라, 180, 207
파카, 151, 192
바파, 138, 193
다바, 66, 167
사가, 43, 154
사나, 146, 160
타차, 63, 218
가다, 191, 178
다사, 144, 212
바나, 96, 166
하가, 68, 206
라다, 144, 212
라다, 72, 182
바파, 76, 145
마라, 86, 144
카가, 62, 196
바파, 79, 171
타다, 45, 211
파마, 106, 171
타카, 198, 175
사사, 111, 155
아하, 161, 190
마가, 94, 179
다다, 178, 224
다차, 132, 216
아바, 193, 157
라자, 98, 155
차가, 149, 164
사나, 198, 172
카파, 102, 202
바카, 186, 152
나하, 154, 183
하나, 174, 189
사하, 72, 220
라나, 173, 195
사다, 143, 168
다가, 80, 140
나바, 179, 144
나하, 91, 225
라하, 98, 149
나가, 178, 168
다가, 163, 196
사타, 135, 223
카가, 148, 163
아다, 191, 159
차사, 85, 148
자파, 72, 187
라라, 79, 178
하사, 184, 199
파나, 197, 162
마라, 79, 203
타라, 49, 164
나사, 147, 198
자나, 142, 159
타마, 182, 212
타라, 56, 159
카아, 60, 218
아바, 139, 146
나자, 42, 188
하가, 48, 179
라다, 110, 195
하나, 169, 214
라사, 162, 182
차마, 118, 145
자나, 189, 156
자하, 72, 176
사자, 53, 178
차카, 151, 157
나라, 194, 142
바마, 193, 151
하하, 40, 160
마하, 171, 217
하가, 117, 148
아하, 80, 194
차카, 167, 173
마카, 100, 229
마라, 42, 174
바차, 127, 218
파차, 183, 146
나가, 83, 194
카라, 104, 146
바파, 148, 162
카바, 127, 220
아아, 72, 181
라자, 187, 203
카카, 155, 214
카카, 163, 174
라차, 120, 183
차나, 52, 218
가아, 143, 154
다하, 158, 212
가라, 155, 219
다차, 64, 148
파아, 112, 144
자자, 108, 216
바차, 106, 208
카파, 81, 193
아다, 117, 184
사나, 157, 205
라사, 62, 211
나파, 81, 199
타파, 40, 229
아타, 108, 155
타카, 164, 204
마파, 137, 221
카가, 123, 209
마자, 72, 201
마바, 85, 150
자다, 44, 196
아마, 99, 171
다타, 189, 159
자카, 116, 154
타라, 185, 202
하파, 81, 195
하타, 190, 154
가카, 175, 221
바자, 117, 144
아자, 100, 144
사다, 159, 191
가파, 97, 142
바카, 157, 199
다파, 157, 144
하자, 111, 221
카차, 191, 170
타마, 134, 217
하하, 147, 179
타다, 54, 166
사자, 177, 174
차바, 182, 187
아가, 95, 228
하자, 61, 197
가나, 81, 165
라파, 178, 164
라사, 189, 185
다파, 51, 140
자파, 101, 158
자자, 67, 211
타가, 72, 219
라다, 110, 148
카카, 77, 221
다타, 61, 159
마라, 75, 167
파마, 147, 203
가라, 159, 209
바마, 57, 165
나아, 172, 205
하아, 59, 179
가사, 159, 144
하나, 50, 208
사나, 120, 183
파아, 103, 140
바아, 140, 150
마라, 97, 202
사사, 160, 199
타파, 92, 177
하자, 67, 142
라다, 167, 215
가가, 167, 155
차아, 88, 140
라자, 197, 177
아나, 153, 143
파파, 81, 166
바바, 96, 140
파카, 165, 184
아다, 103, 223
바마, 64, 198
파마, 149, 177
타나, 98, 177
카라, 199, 201
사가, 44, 219
다라, 159, 198
라타, 81, 173
타라, 152, 149
자가, 52, 187
사바, 192, 154
나바, 169, 199
가바, 83, 228
사파, 45, 196
마다, 155, 143
자아, 54, 161
타나, 154, 152
바타, 94, 227
파라, 98, 189
마라, 178, 145
마마, 144, 214
나타, 195, 227
나하, 92, 156
라자, 60, 202
자하, 177, 146
카라, 176, 193
다다, 177, 181
카다, 114, 211
바파, 159, 140
마하, 118, 205
카바, 112, 221
라아, 183, 218
사파, 196, 196
카가, 175, 141
사라, 49, 148
나자, 187, 224
타파, 189, 192
다차, 70, 203
하하, 56, 205
가가, 171, 212
아바, 159, 140
하아, 136, 223
자마, 125, 158
아차, 78, 164
